ID,Grupo,Área,"Nombre del
Activo",Descripción del Activo,Formato,Serie / Subserie,El activo de información está relacionado con el manejo de recursos de origen gubernamental,"Idioma de la información
(o tecnología asociada)","Fecha de generación del
activo de información",Fecha de determinación de clasificación de sensibilidad (y transparencia),Fecha de última revisión y actualización,Duración (años) status de clasificado o reservado,Dias transcurridos desde la última revisión,"Propietario (responsable) del activo 
(área o cargo)","Custodio del
Activo",Localización del Activo,Plazo de la Clasificacion o la Reserva
226,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Historiales De Bienes Inmuebles,"Documentos de inmuebles de la FDN como avaluos, recibos de pago de impuestos, certificados de libertad y tradición",Xls /Docx /PDF,Historiales De Bienes Inmuebles,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=6799792&objAction=browse&viewType=1,Maximo que determine la ley
227,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Plantilla inventario,Inventario para administración de activos fijos,Xls,Inventarios  / Inventarios De Activos Fijos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Fileserver: \\FDNFS\Administrativa\Direccion Administrativa\ACTIVOS FIJOS\INVENTARIOS (Conteos físicos)
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=6799772&objAction=browse&viewType=1",Maximo que determine la ley
228,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Programa anual de mantenimiento,"Plan anual De Mantenimiento De Muebles, instalaciones y equipos de oficina",Xls,Planes / Plan De Mantenimiento De Muebles Y Equipos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,Fileserver: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=6799793&objAction=browse&viewType=1,Maximo que determine la ley
230,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Plataforma Mi Aguila,Registro De Gestión Del Transporte Especial; Reporte Facturación,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Mi Aguila Transportes,https://miaguila.com/home,Maximo que determine la ley
236,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Actas De Comité De Compras,Actas De Comité De Compras,Docx / PDF,Acciones Constitucionales / Acciones De Tutela,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Fileserver:\\FDNFS\Administrativa\Direccion Administrativa\Comite de compras
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=10792408&objAction=browse&viewType=1",Maximo que determine la ley
237,Gerencia de Talento Humano y Administrativa,Dirección Administrativa,Plan De Compras Y Contratación,Plan semestral de Compras Y Contratación,Docx /PDF,Planes / Plan De Compras Y Contratación,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,https://fdn.com.co/es/la-fdn/contratos/plan-de-compras,Maximo que determine la ley
238,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Herramienta de consulta en listas - Inspektor,"Consulta Local De Clientes Contra Listas Restrictivas E Información Negativa (Noticias, Sanciones, Condenas, Multas)",Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Risk Consulting,https://inspektor.datalaft.com/,Maximo que determine la ley
241,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Reportes UIAF,Reportes que remite FDN a UIAF en cumplimiento de SARLAFT,txt,Informes / Informes Entes Control Y Vigilancia,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Gestión De Integridad Transparencia Y Cumplimiento,Fileserver: \\FDNFS\Sarlaft\GESTION GERENCIA DE TRANSPARENCIA\REPORTES UIAF,Maximo que determine la ley
242,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Información de reporte bases de datos cargadas en el aplicativo de la SIC - RNBD,Registro Rnbd De Las Bases De Datos De La Fdn Registradas En El Aplicativo.,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,SIC,https://rnbd.sic.gov.co/sisi/login,Maximo que determine la ley
243,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Matriz De Riesgos Corrupción,Matriz De Riesgos De Corrupción De La Fdn,Xlsx,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Gestión De Integridad Transparencia Y Cumplimiento,Fileserver: \\FDNFS\Temas de la Gerencia\TGerencia\RIESGOS DE CONDUCTA\Matriz Riesgos de Corrupción,Maximo que determine la ley
244,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Matriz De Riesgos de Conducta,Matriz De Riesgos De Conducta De La Fdn,Xlsx,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Gestión De Integridad Transparencia Y Cumplimiento,Fileserver:\\FDNFS\Temas de la Gerencia\TGerencia\RIESGOS DE CONDUCTA\Matriz Riesgos de Conducta,Maximo que determine la ley
245,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Matriz de Gestión Normativa,Requisitos De Orden Jurídica (Regulaciones) Aplicable A La Fdn,Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Gestión De Integridad Transparencia Y Cumplimiento,Fileserver:,Maximo que determine la ley
246,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Matriz Sarlaft,Matriz De Riesgos De Laft De La Fdn,Xls,Instrumentos De Control / Sarlaft,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Gerencia De Integridad, Transparencia Y Cumplimiento","Gerencia De Integridad, Transparencia Y Cumplimiento",Fileserver: \\FDNFS\Sarlaft\GESTION GERENCIA DE TRANSPARENCIA\SARLAFT- GITC\Etapas\Identificación,Maximo que determine la ley
247,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Reportes Regulatorios Uiaf - Negocios Fiduciarios,"Generar Archivo Con La Estructura Uiaf (Suministrado Uiaf); Archivo1: Detalle Productos De Fiducia Ofrecidos A Cliente, Tipo, Movimientos; Archivo 2: Datos Cliente (Cliente Del Producto)",zip/txt,Instrumentos De Control / Sarlaft,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Gerencia De Integridad, Transparencia Y Cumplimiento","Gerencia De Integridad, Transparencia Y Cumplimiento",Fileserver:\\FDNFS\Sarlaft\GESTION GERENCIA DE TRANSPARENCIA\REPORTES UIAF,Maximo que determine la ley
248,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Reportes Regulatorios Uiaf - Productos Generales,"Generar Archivo Con La Estructura Uiaf Que Consiste En Dos Archivos (Suministrado Uiaf); Archivo1: Detalle Productos Ofrecidos A Cliente, Tipo, Movimientos; Archivo 2: Datos Cliente (Cliente Del Producto)",zip/txt,Informes / Informes A Otros Organismos Del Estado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Gerencia De Integridad, Transparencia Y Cumplimiento","Gerencia De Integridad, Transparencia Y Cumplimiento",Fileserver:\\FDNFS\Sarlaft\GESTION GERENCIA DE TRANSPARENCIA\REPORTES UIAF,Maximo que determine la ley
253,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Compliance Catalyst,"Herramienta para monitoreo Internacional De Clientes Contra Listas Restrictivas E Información Negativa (Noticias, Sanciones, Condenas, Multas) Y Registro Del Cliente (Para Monitoreo) Y Reporta Información Complementario",Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Informa Colombia,https://login.bvdinfo.com/R0/ComplianceCatalyst4,Maximo que determine la ley
256,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Formularios De Vinculación y actualización de información,"Formulario De Vinculación de empleados, proveedores y clientes (Se Maneja Como Insumo Dentro Del Proceso De Debida Diligencia)",Xls /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Gestión De Integridad Transparencia Y Cumplimiento,Pegaso: carpeta de cada tercero,Maximo que determine la ley
257,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Informe Oficial De Cumplimiento,Informe Trimestral Del Oficial De Cumplimiento emitido para la Junta directiva,Docx / PDF/pptx,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Gestión De Integridad Transparencia Y Cumplimiento,Fileserver: \\FDNFS\Conocimiento del Cliente\INFORMES\INFORME A LA JUNTA DIRECTIVA,Maximo que determine la ley
258,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Informes De Debida Diligencia,"Informes dedebida diligencia de terceros (empleados, proveedores, clientes)",Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Gestión De Integridad Transparencia Y Cumplimiento,Fileserver:\\FDNFS\Conocimiento del Cliente\4. DEBIDA DILIGENCIA,Maximo que determine la ley
272,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano  - Gestión de la experiencia con el cliente y el ciudadano,"Informes De Peticiones, Quejas, Reclamos Y Solicitudes","Informes De Peticiones, Quejas, Reclamos Y Solicitudes durante los 4 trimestres del año",Docx / PDF,"Informes / Informes De Peticiones, Quejas, Reclamos Y Solicitudes",No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión de la experiencia con el cliente y el ciudadano,Gestión de la experiencia con el cliente y el ciudadano,"CMS
https://fdn.com.co/es/atencion-al-publico/informes",Maximo que determine la ley
273,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano  - Gestión de la experiencia con el cliente y el ciudadano,PQRS,"Peticiones, quejas reclamos y sugerencias que se reciben mediante los canales de atención dispuestos para tal fin",Docx / PDF /mp4 / .eml,Informes / Informes de gestión,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión de la experiencia con el cliente y el ciudadano,Gestión de la experiencia con el cliente y el ciudadano,https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=2775475&objAction=browse&viewType=1,Maximo que determine la ley
274,Vp Desarrollo de Negocios e Innovación,Dirección de Relaciones Internacionales,Control de Alianzas y cooperaciones Internacionales,Documento con la relación de Alianzas y cooperaciones Internacionales,Xlsx,Instrumentos Control  / Control De Visitas Y Alianzas Internacionales,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Relaciones Internacionales,Dirección De Relaciones Internacionales,Fileserver:,Maximo que determine la ley
275,Vp Desarrollo de Negocios e Innovación,Dirección de Relaciones Internacionales,Convenios De Cooperación Internacional,Documentos firmados de Convenios De Cooperación Internacional,Docx / PDF,Convenios / Convenios De Cooperación Internacional,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Relaciones Internacionales,Dirección De Relaciones Internacionales,Fileserver:,Maximo que determine la ley
276,Vp Desarrollo de Negocios e Innovación,Dirección de Relaciones Internacionales,Plan De Relacionamiento Internacional,Plan anual De Relacionamiento Internacional,Xlsx,Planes / Plan De Relacionamiento Internacional,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Relaciones Internacionales,Dirección De Relaciones Internacionales,Fileserver:,Maximo que determine la ley
278,Vp Financiera y de Tesorería - Presidencia,Relaciones con Inversionistas,Base De Datos De Inversionistas,Relación Del Cruce Actualizado De Los Tenedores De Bonos y CDT´s De La FDN,Xls,Planes / Plan De Relacionamiento Internacional,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Relaciones con Inversionistas,Relaciones con Inversionistas,Fileserver: Presidencia\Relaciones con Inversionistas\Relaciones con Inversionistas,Maximo que determine la ley
279,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano- SST,Actas De Comité De Convivencia Laboral,Actas De Comité De Convivencia Laboral trimestral,PDF,Actas / Actas De Comité De Convivencia Laboral,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Miembros del comité de convivencia,pendiente,Maximo que determine la ley
280,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano- SST,Actas De Comité Paritario De Seguridad Y Salud En El Trabajo,Actas De Comité Paritario De Seguridad Y Salud En El Trabajo mensual,PDF,Actas / Actas De Comité Paritario De Seguridad Y Salud En El Trabajo,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Miembros del comité paritario de seguridad y salud en el trabajo,pendiente,Maximo que determine la ley
281,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano,Asistencia a capacitación,Documentos frimados por los colaboradores cuando asisten a una capacitación,Xlsx/ PDF,Programas / Programa De Formación Y Desarrollo,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,pendiente,Maximo que determine la ley
282,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Compensación,Manual de gestión de desempeño y compensación variable,Manual de gestión de desempeño y compensación variable,Docx / PDF,Programas / Programa De Bienestar,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Fileserver: \\FDNFS\Compensación y Beneficios\Compensación Variable,Maximo que determine la ley
283,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Cultura,Informes de cultura,Informes anuales de la medición de cultura de las áreas de la FDN,Xls /PDF,Informes / Informes De Cultura Organizacional,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Pendiente,Maximo que determine la ley
285,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano,Historias Laborales,"Documentos de los colaboradores, desde el proceso de vinculación hasta su retiro (Examenes médicos, estudio de seguridad y contrato laboral)",Docx / PDF/ Xls/ JPG/Pptx,Historias Laborales,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=458716&objAction=browse&viewType=1
Fileserver:\\FDNFS\Gestion de Talento Humano\NOMINA FDN\Nominas
Fileserver: \\FDNFS\Seleccion y Desarrollo\Bk\XIOMY\TALENTO HUMANO",Maximo que determine la ley
286,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano,Informes de experiencia a empleado,Informes anuales de la medición de experiencia del empleado de las áreas de la FDN,Xls / PDF / Pptx,Informes / Informes De Clima Organizacional,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Pendiente,Maximo que determine la ley
289,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Nómina,"Nómina (mes, año)","Reporte de nomina del periodo ( mes actual)
…",Xls,Nómina,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,"Fileserver:\\FDNFS\Gestion de Talento Humano\NOMINA FDN\Nominas
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=5717150&objAction=browse&viewType=1",Maximo que determine la ley
291,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano- SST,"Plan De Prevención, Preparación Y Respuesta Ante Emergencias","Plan anual De Prevención, Preparación Y Respuesta Ante Emergencias, se actualiza cada año o cada vez que hay un nuevo riesgo",PDF,"Planes / Plan De Prevención, Preparación Y Respuesta Ante Emergencias",No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Pegaso:,Maximo que determine la ley
292,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano- SST,Plan De Trabajo Anual Del Sistema De Gestión De Seguridad Y Salud En El Trabajo,Plan De Trabajo Anual Del Sistema De Gestión De Seguridad Y Salud En El Trabajo,PDF,Planes / Plan De Trabajo Anual Del Sistema De Gestión De Seguridad Y Salud En El Trabajo,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Fileserver,Maximo que determine la ley
